EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,JobRole,MonthlyIncome,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
26,39.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1.0,Male,2,3.0,Research Scientist,7647.0,Married,2.0,No,11,3,1,15,5,1,3,1
27,41.0,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4.0,Male,3,1.0,Research Director,9031.0,Married,4.0,No,14,3,1,21,3,4,3,1
28,51.0,No,Travel_Rarely,Research & Development,14,2,Human Resources,3.0,Female,3,2.0,Research Director,6655.0,Single,4.0,No,11,3,1,30,2,3,0,0
29,43.0,No,Travel_Rarely,Research & Development,20,4,Human Resources,2.0,Female,1,1.0,Manager,6356.0,Married,3.0,No,13,3,2,21,2,3,0,0
30,45.0,No,Travel_Rarely,Sales,3,3,Life Sciences,3.0,Female,4,2.0,Manager,2854.0,Divorced,0.0,No,14,3,1,21,1,1,2,2
31,27.0,No,Travel_Rarely,Research & Development,29,3,Life Sciences,2.0,Female,2,3.0,Manufacturing Director,10455.0,Single,1.0,Yes,13,3,0,6,2,4,6,0
32,46.0,No,Non-Travel,Research & Development,1,2,Medical,3.0,Male,3,4.0,Healthcare Representative,9539.0,Married,2.0,Yes,13,3,0,24,3,3,14,1
33,34.0,No,Travel_Rarely,R&D,16,3,Medical,2.0,Female,3,3.0,Manufacturing Director,5486.0,Divorced,3.0,No,15,3,2,9,4,3,1,0
34,40.0,No,Travel_Rarely,R&D,1,2,Marketing,2.0,Female,1,2.0,Research Scientist,8034.0,Divorced,3.0,No,11,3,2,18,1,1,5,0
35,35.0,No,Travel_Rarely,Research & Development,1,4,Marketing,3.0,Male,4,4.0,Laboratory Technician,7683.0,Married,0.0,No,12,3,0,14,5,4,2,1
36,36.0,No,Travel_Rarely,Research & Development,1,1,Marketing,3.0,Female,1,3.0,Research Director,8526.0,Single,2.0,No,11,3,1,11,1,1,2,2
37,39.0,Yes,Travel_Rarely,Research & Development,7,5,Medical,1.0,Male,4,3.0,Research Scientist,4481.0,Married,1.0,Yes,20,3,1,18,2,3,5,0
38,48.0,No,Travel_Rarely,Research & Development,3,3,Human Resources,4.0,Female,2,2.0,Research Director,7323.0,Single,0.0,No,13,3,2,26,0,2,2,2
39,48.0,Yes,Travel_Rarely,Research & Development,10,2,Marketing,1.0,Male,4,2.0,Manager,5661.0,Married,5.0,No,14,3,3,24,3,1,2,1
40,31.0,No,Travel_Rarely,Human Resources,3,1,Medical,1.0,Male,3,3.0,Human Resources,8703.0,Divorced,1.0,No,13,3,1,11,4,1,1,1
41,35.0,No,Travel_Rarely,Sales,15,1,Life Sciences,4.0,Male,1,2.0,Sales Representative,7845.0,Married,1.0,Yes,15,3,1,15,4,3,2,0
42,44.0,No,Travel_Rarely,Research & Development,17,4,Marketing,3.0,Male,2,2.0,Research Director,9976.0,Divorced,8.0,No,13,3,2,23,1,3,7,2
43,42.0,No,Travel_Rarely,Research & Development,1,5,Technical Degree,2.0,Female,1,1.0,Laboratory Technician,8364.0,Divorced,5.0,No,19,3,0,24,6,2,7,0
44,25.0,No,Travel_Rarely,Sales,8,2,Life Sciences,1.0,Female,4,4.0,Sales Executive,6961.0,Single,1.0,No,12,3,0,3,4,3,3,0
45,40.0,No,Travel_Rarely,research & development,1,5,Marketing,2.0,Female,4,1.0,Manufacturing Director,9897.0,Divorced,2.0,Yes,11,3,0,18,1,4,7,4
46,45.0,No,Travel_Rarely,SALES,1,3,Other,,Female,2,2.0,Sales Representative,11848.0,Single,6.0,No,21,3,2,21,2,1,18,3
47,38.0,No,Travel_Rarely,Sales,5,3,Technical Degree,4.0,Female,2,1.0,Sales Executive,8036.0,Divorced,5.0,No,13,3,0,17,1,2,4,2
48,31.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4.0,Female,4,1.0,Laboratory Technician,10103.0,Divorced,2.0,No,11,3,1,10,3,4,3,0
49,25.0,Yes,Travel_Rarely,research & development,7,3,Other,2.0,Female,4,1.0,Laboratory Technician,8309.0,Married,2.0,Yes,11,3,1,0,2,2,0,0
50,34.0,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,3.0,Male,4,1.0,Healthcare Representative,6592.0,Single,3.0,Yes,13,3,2,8,4,1,0,0
51,25.0,No,Non-Travel,Research & Development,9,3,Medical,1.0,Female,3,1.0,Research Director,6880.0,Married,1.0,No,15,3,1,4,2,3,0,0
52,33.0,No,Travel_Rarely,Sales,21,3,Life Sciences,1.0,Male,2,1.0,Sales Representative,7553.0,Single,,No,15,3,3,10,0,2,5,4
53,31.0,No,Travel_Rarely,Research & Development,2,3,Human Resources,4.0,Male,1,3.0,Research Director,8418.0,Married,6.0,No,11,3,1,8,1,1,5,3
54,43.0,Yes,Non-Travel, Research & Development,11,4,Medical,4.0,Female,1,3.0,Laboratory Technician,7216.0,Divorced,3.0,Yes,14,4,0,20,1,3,2,1
55,28.0,No,Travel_Rarely,Research & Development,4,2,Marketing,3.0,Male,1,3.0,Research Director,7358.0,Married,3.0,N,16,3,0,3,4,4,3,1
56,40.0,No,Travel_Rarely,Sales,10,4,Medical,1.0,Male,1,2.0,Sales Executive,,Single,3.0,No,16,3,2,15,1,3,2,2
57,43.0,No,Travel_Frequently,R&D,4,4,Marketing,2.0,Male,3,2.0,Laboratory Technician,4672.0,Married,3.0,No,19,3,0,18,3,4,0,0
58,35.0,No,Travel_Rarely,sales,3,3,Marketing,4.0,Female,1,2.0,Sales Executive,4146.0,Married,2.0,No,11,3,2,14,2,1,5,0
59,47.0,No,Non-Travel,Human Resources ,1,4,Other,1.0,Female,1,2.0,Manager,10489.0,Married,1.0,No,16,3,3,25,3,2,3,2
60,44.0,No,Travel_Rarely,Research & Development,1,4,Human Resources,2.0,Male,2,4.0,Laboratory Technician,3961.0,Single,3.0,No,15,3,0,16,5,4,3,2
61,37.0,No,Travel_Rarely,Research & Development,1,3,Human Resources,1.0,Male,2,3.0,Research Director,10083.0,Married,2.0,Yes,12,3,0,16,1,3,16,1
62,30.0,No,Travel_Rarely, Research & Development,8,4,Medical,3.0,Male,4,3.0,Healthcare Representative,9304.0,Divorced,1.0,No,20,3,0,11,3,3,1,0
63,28.0,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2.0,Female,2,2.0,Research Director,8832.0,Married,2.0,No,14,4,3,5,4,1,3,1
64,47.0,No,Non-Travel,Research & Development,1,4,Human Resources,4.0,Male,3,1.0,Research Scientist,7423.0,Single,2.0,No,11,3,0,25,3,2,0,0
65,37.0,No,Travel_Rarely, Sales,2,2,Life Sciences,1.0,Male,4,2.0,Sales Representative,9152.0,Divorced,3.0,No,11,3,0,13,4,4,11,3
66,18.0,No,Travel_Rarely,Sales,6,3,Other,4.0,Male,3,3.0,Sales Representative,5496.0,Divorced,4.0,No,17,3,2,0,3,4,0,0
67,39.0,Yes,Travel_Rarely,Research & Development,11,2,Medical,4.0,Female,3,1.0,Healthcare Representative,5734.0,Single,4.0,No,12,3,2,20,3,4,4,1
68,50.0,No,Travel_Rarely, Research & Development,3,3,Medical,4.0,Female,1,2.0,Manager,7993.0,Single,3.0,No,18,3,0,29,2,3,5,3
69,53.0,No,Travel_Rarely,Sales,1,3,Other,1.0,Female,2,4.0,Sales Representative,8346.0,Married,4.0,No,21,3,1,34,1,4,4,2
70,53.0,No,Travel_Rarely,Research & Development,7,3,Other,2.0,M,3,3.0,Manufacturing Director,10038.0,Divorced,3.0,Yes,18,3,1,32,5,2,15,0
71,28.0,Yes,Travel_Rarely,Research & Development,11,3,Human Resources,2.0,Female,3,4.0,Research Director,7080.0,Single,1.0,Yes,15,3,1,4,3,2,1,1
72,37.0,No,Travel_Rarely,Research & Development,1,2,Medical,1.0,Male,4,1.0,Manager,5041.0,Divorced,4.0,No,11,3,0,16,2,2,1,1
73,32.0,No,Travel_Rarely,Research & Development,5,4,Medical,1.0,Male,2,3.0,Research Scientist,7452.0,Single,1.0,Yes,16,3,2,14,5,4,2,2
74,30.0,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3.0,Female,4,1.0,Healthcare Representative,4801.0,Married,1.0,No,19,4,1,6,2,3,3,1
75,33.0,No,Travel_Rarely,Sales,7,1,Life Sciences,3.0,Female,1,1.0,Sales Representative,6888.0,Married,2.0,No,12,3,0,10,4,1,1,1
76,36.0,Yes,Travel_Frequently,sales,14,3,Medical,3.0,Female,2,1.0,Sales Representative,6706.0,Married,3.0,Yes,16,3,1,17,5,4,1,1
77,28.0,No,Travel_Rarely,Research & Development,1,3,Medical,1.0,Male,2,1.0,Laboratory Technician,9069.0,Single,0.0,Yes,16,3,3,7,2,1,5,5
78,26.0,Yes,Travel_Frequently,Sales,10,5,Other,1.0,Female,4,3.0,Sales Executive,6429.0,Married,1.0,No,18,4,1,0,4,4,0,0
79,36.0,No,Travel_Rarely,Sales,1,5,Medical,3.0,Male,1,3.0,Sales Executive,8429.0,Married,2.0,No,11,3,0,13,3,4,1,1
80,23.0,No,Travel_Rarely,Research & Development,4,4,Life Sciences,2.0,Male,1,3.0,Research Scientist,7115.0,Divorced,2.0,No,17,3,0,2,1,4, 2 ,2
81,40.0,No,Travel_Rarely,Research & Development,1,3,Marketing,1.0,Female,4,1.0,Laboratory Technician,7383.0,Single,1.0,No,16,3,1,17,4,3,1,1
82,20.0,No,Travel_Rarely,Sales,3,3,Life Sciences,3.0,Male,1,1.0,Sales Representative,5675.0,Married,1.0,No,14,3,1,0,4,2,0,0
83,33.0,No,Travel_Rarely,Sales,7,3,Life Sciences,3.0,Male,1,2.0,Manager,6037.0,Married,1.0,No,16,3,2,12,2,1,5,4
84,52.0,No,Non-Travel,Human Resources,1,3,Life Sciences,2.0,Male,3,3.0,Manager,9236.0,Divorced,1.0,No,14,3,1,29,3,4,1,1
85,20.0,No,Travel_Rarely,sales,4,2,Life Sciences,4.0,Male,3,2.0,Manager,7895.0,Divorced,2.0,No,15,3,2,0,1,3,0,0
86,47.0,No,Travel_Rarely,Sales,1,3,Medical,2.0,Male,2,2.0,Sales Executive,6239.0,Single,2.0,No,11,3,3,24,5,1,0,0
87,36.0,No,Travel_Rarely,Research & Development,14,4,Medical,3.0,Male,3,3.0,Healthcare Representative,9032.0,Married,2.0,Yes,17,3,1,14,3,4,3,0
88,26.0,No,Travel_Rarely,Research & Development,7,3,Technical Degree,4.0,Female,1,1.0,Research Director,8082.0,Single,1.0,Yes,14,4,3,4,3,4,4,4
89,20.0,Yes,Travel_Rarely,Sales,7,3,Human Resources,1.0,Male,1,1.0,Sales Executive,6287.0,Single,4.0,No,22,4,0,1,5,1,1,1
90,46.0,No,Non-Travel,Sales,1,1,Technical Degree,1.0,male,4,4.0,Sales Representative,5110.0,Married,,Yes,11,3,2,26,2,4,3,3
91,29.0,No,Travel_Frequently,Sales,24,3,Medical,4.0,Female,2,2.0,Manager,6853.0,Single,0.0,Yes,13,3,1,6,3,2,6,6
92,33.0,No,Travel_Rarely,Research & Development,4,3,Other,4.0,Female,4,2.0,Manager,8034.0,Married,2.0,No,16,3,1,11,3,1, 2 ,2
93,37.0,No,Travel_Rarely,Research & Development,14,1,Human Resources,3.0,Female,1,1.0,Research Scientist,9072.0,Married,1.0,Yes,14,3,0,14,6,3,0,0
94,25.0,No,Travel_Rarely,SALES,5,3,Human Resources,1.0,Female,3,4.0,Manager,6220.0,Single,3.0,No,13,3,1,4,1,3,1,0
95,42.0,Yes,Travel_Rarely,Research & Development,1,3,Medical,2.0,Male,1,4.0,Laboratory Technician,5946.0,Single,3.0,No,15,4,0,17,1,2,3,3
96,32.0,No,Travel_Rarely,Research & Development,4,5,Technical Degree,1.0,Female,4,3.0,Laboratory Technician,8809.0,Married,1.0,No,11,4,0,9,0,4,2,1
97,48.0,No,Travel_Rarely,Sales ,6,4,Life Sciences,1.0,Female,1,3.0,Sales Executive,7027.0,Married,5.0,No,17,3,1,24,2,1,1,1
98,31.0,No,Non-Travel,Sales,23,3,Other,1.0,Female,1,2.0,Sales Representative,5366.0,Married,3.0,No,11,3,0,6,0,2,6,1
99,32.0,No,Travel_Frequently,Research & Development,1,3,Technical Degree,2.0,Male,3,1.0,Laboratory Technician,4905.0,Single,3.0,No,23,3,3,10,6,3,1,1
100,31.0,No,Travel_Rarely,Sales,2,3,Life Sciences,1.0,Male,2,4.0,Manager,6915.0,Divorced,5.0,No,20,3,0,7,2,1,5,1
101,33.0,No,Travel_Rarely,Research & Development,4,5,Marketing,4.0,Male,2,4.0,Manager,9388.0,Single,1.0,No,11,4,3,10,3,1,3,2
102,43.0,No,Travel_Frequently,Research & Development,10,3,Human Resources,3.0,Male,3,3.0,Healthcare Representative,11569.0,Married,2.0,Yes,17,3,1,19,5,3,15,0
103,18.0,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1.0,Male,1,1.0,Manufacturing Director,6369.0,Divorced,4.0,No,14,3,0,0,2,1,0,0
104,28.0,No,Travel_Rarely,Research & Development,18,4,Other,3.0,Male,2,3.0,Research Scientist,7963.0,Married,3.0,No,19,3,0,5,3,2,1,0
105,37.0,No,Travel_Rarely,Sales,2,4,Human Resources,1.0,Male,1,3.0,Sales Executive,8723.0,Married,8.0,No,17,3,1,13,3,3,3,1
106,36.0,No,Travel_Rarely,Sales,2,3,Human Resources,3.0,Female,1,3.0,Sales Representative,8067.0,Divorced,4.0,No,16,3,0,16,4,2,0,0
107,31.0,Yes,Travel_Rarely,Research & Development,4,5,Human Resources,2.0,Male,4,1.0,Laboratory Technician,7489.0,Divorced,1.0,Yes,15,3,1,8,1,2,1,0
108,44.0,No,Travel_Rarely,Research & Development,6,5,Life Sciences,4.0,Male,3,1.0,Manager,8521.0,Single,2.0,Yes,14,3,1,22,4,3,12,0
109,38.0,No,Travel_Rarely,Sales,26,2,Medical,3.0,Male,2,4.0,Sales Executive,,Married,1.0,No,14,4,3,14,1,4,4,2
110,43.0,No,Travel_Rarely,Research & Development,1,3,Medical,3.0,Female,4,1.0,Research Scientist,10398.0,Married,3.0,No,14,4,2,22,3,1,3,3
111,39.0,No,Travel_Rarely,Sales,2,2,Marketing,2.0,Male,4,4.0,Manager,9588.0,Married,1.0,No,13,3,2,16,2,2,6,0
112,37.0,No,Travel_Rarely,Sales,12,3,Human Resources,2.0,Female,3,4.0,Sales Representative,7438.0,Single,3.0,No,14,4,0,16,3,4,4,1
113,30.0,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3.0,Male,1,3.0,Healthcare Representative,9354.0,Married,2.0,No,13,3,3,6,3,4,6,0
114,42.0,No,Travel_Rarely,Research & Development,11,3,Other,4.0,Male,4,2.0,Laboratory Technician,9163.0,Single,4.0,Yes,11,3,0,19,0,3,4,1
115,28.0,Yes,Travel_Rarely,Sales,6,2,Medical,3.0,Female,3,3.0,Sales Executive,5007.0,Single,1.0,Yes,12,3,1,2,6,2,2,2
116,49.0,No,Travel_Rarely,Research & Development,11,3,Medical,1.0,Male,1,3.0,Research Scientist,8796.0,Divorced,1.0,No,14,3,2,28,5,3,2,2
117,34.0,No,Non-Travel,Sales,3,4,Marketing,3.0,Female,4,4.0,Sales Representative,6212.0,Single,2.0,No,19,4,0,14,1,1,1,1
118,42.0,No,Travel_Rarely,Research & Development,7,1,Life Sciences,2.0,Female,4,1.0,Manufacturing Director,6826.0,Married,5.0,No,20,3,0,18,3,3,2,0
119,50.0,No,Travel_Frequently,,3,3,Life Sciences,4.0,Female,3,2.0,Manufacturing Director,8858.0,Married,3.0,No,17,3,1,27,1,3,9,1
120,18.0,No,Travel_Rarely,Research & Development,8,4,Technical Degree,4.0,Female,1,1.0,Manufacturing Director,6501.0,Married,3.0,Yes,19,3,0,0,1,4,0,0
121,33.0,No,Travel_Frequently,Sales,11,4,Human Resources,3.0,Female,4,1.0,Sales Representative,8599.0,Divorced,,No,13,3,0,13,3,3,1,1
122,47.0,No,Travel_Rarely,Research & Development,2,3,Marketing,3.0,Female,4,1.0,Laboratory Technician,8170.0,Married,5.0,No,19,3,2,29,6,1,9,2
123,181.0,No,Travel_Rarely,Human Resources,8,4,Other,3.0,Female,4,3.0,Manager,8058.0,Single,2.0,No,11,3,3,7,3,4,5,2
124,43.0,No,Travel_Frequently,Research & Development,5,5,Marketing,4.0,Male,2,,Manager,6319.0,Divorced,3.0,Yes,15,3,1,20,3,1,1,1
125,31.0,No,Travel_Frequently,Research & Development,1,2,Marketing,3.0,Male,3,4.0,Laboratory Technician,4705.0,Married,2.0,No,11,3,0,8,1,4,1,0
126,38.0,No,Travel_Rarely,Research & Development,1,3,Other,1.0,Female,3,1.0,Laboratory Technician,4921.0,Married,3.0,No,13,3,2,17,0,3,0,0
127,38.0,No,Travel_Rarely, Research & Development,5,3,Life Sciences,3.0,Male,2,1.0,Manufacturing Director,8507.0,Married,0.0,No,19,3,1,13,6,4,7,7
128,36.0,No,Travel_Rarely,Research & Development,13,2,Human Resources,4.0,female,2,2.0,Manufacturing Director,5626.0,Divorced,1.0,Yes,11,3,0,14,4,3,1,0
129,,No,Non-Travel,Sales,6,2,Medical,3.0,Female,3,4.0,Sales Representative,6350.0,Divorced,2.0,No,11,4,1,23,2,2,4,0
130,49.0,No,Travel_Rarely,Sales,2,4,Life Sciences,1.0,Female,3,4.0,Sales Executive,8098.0,Divorced,2.0,No,17,3,2,24,5,4,5,1
131,43.0,No,Travel_Rarely,Sales,1,4,Other,1.0,Female,2,1.0,Sales Representative,10750.0,Married,0.0,No,16,3,3,24,3,3,13,1
132,28.0,No,Travel_Frequently,Sales,4,2,Medical,2.0,Female,2,4.0,Sales Executive,7767.0,Divorced,1.0,Yes,20,3,0,7,2,4,7,0
133,25.0,No,Travel_Frequently,Sales,16,2,Medical,4.0,Male,4,3.0,Sales Representative,8669.0,Divorced,3.0,No,15,3,0,4,2,3,0,0
134,20.0,No,Travel_Frequently,Research & Development,1,1,Marketing,3.0,Female,2,4.0,Manager,5737.0,Single,0.0,No,22,3,3,0,1,4,0,0
135,38.0,No,Travel_Frequently,Research & Development,1,3,Human Resources,2.0,Male,4,3.0,Manufacturing Director,11031.0,Divorced,2.0,Yes,13,3,0,14,0,1,6,0
136,24.0,No,Travel_Frequently,Research & Development,6,2,Other,3.0,Male,1,2.0,Manager,6186.0,Married,2.0,No,16,3,2,2,2,4,0,0
137,26.0,No,Travel_Rarely,Research & Development,4,2,Marketing,4.0,Male,3,,Laboratory Technician,5974.0,Divorced,2.0,Yes,13,3,2,3,3,4,3,3
138,29.0,Yes,Travel_Frequently,Sales,5,4,Marketing,1.0,Female,4,3.0,Manager,6292.0,Single,1.0,Yes,11,3,1,7,2,2,0,0
139,45.0,Yes,Travel_Rarely,Research & Development,11,3,Medical,4.0,Female,4,2.0,Healthcare Representative,7401.0,Single,2.0,Yes,16,4,1,22,4,2,5,0
140,48.0,No,Travel_Rarely,R&D,1,1,Human Resources,4.0,Male,1,1.0,Manufacturing Director,12409.0,Married,2.0,No,14,3,1,28,5,2,28,0
141,33.0,No,Travel_Rarely,Sales,1,3,Medical,3.0,Male,3,4.0,Sales Executive,10051.0,Single,1.0,Yes,11,3,1,9,3,3,9,6
142,44.0,No,Travel_Rarely,Sales,4,3,Technical Degree,4.0,Male,1,1.0,Sales Executive,8642.0,Single,2.0,NO,16,3,0,22,2,4,1,0
143,29.0,No,Travel_Frequently,Sales,1,3,Medical,4.0,Male,4,4.0,Sales Executive,10021.0,Single,0.0,No,16,3,0,4,4,3,2,2
144,18.0,No,Travel_Rarely,Sales,3,3,Other,1.0,Male,3,3.0,Manager,4971.0,Divorced,3.0,No,22,3,2,0,0,4,0,0
145,45.0,No,Travel_Rarely,Sales,2,4,Human Resources,2.0,Female,3,1.0,Manager,8824.0,Married,4.0,No,11,3,0,23,2,2,1,1
146,36.0,No,Travel_Rarely,,13,3,Technical Degree,2.0,Male,2,1.0,Research Scientist,10260.0,Single,6.0,No,16,3,2,16,6,4,9,1
147,29.0,No,Travel_Rarely,Research & Development,10,3,Human Resources,1.0,Male,2,4.0,Research Director,,Married,1.0,Yes,18,4,1,5,1,1,5,2
148,49.0,No,Non-Travel,Sales,1,1,Other,2.0,female,1,4.0,Manager,8322.0,Married,3.0,Yes,15,3,1,29,4,3,2,2
149,44.0,No,Travel_Rarely,Sales,8,4,Technical Degree,4.0,Female,2,4.0,Sales Executive,7132.0,Married,1.0,Yes,11,3,0,20,3,4,2,2
150,35.0,No,Travel_Rarely,Research & Development,5,2,Medical,1.0,Female,4,2.0,Manufacturing Director,3265.0,Married,5.0,No,18,3,2,10,4,4,1,1
151,43.0,Yes,Travel_Rarely,Sales,1,1,Technical Degree,3.0,Male,4,1.0,Manager,,Single,1.0,No,21,4,0,17,4,2,2,2
152,33.0,No,Travel_Rarely,Sales,3,1,Human Resources,4.0,Female,1,3.0,Sales Executive,10008.0,Divorced,3.0,Yes,12,3,0,9,1,2,5,0
153,39.0,No,Travel_Rarely,Research & Development,1,3,Medical,4.0,Female,3,4.0,Laboratory Technician,8216.0,Divorced,3.0,No,12,3,1,10,5,2, 1 ,0
154,27.0,Yes,Travel_Rarely,Research & Development,1,2,Medical,1.0,Male,1,2.0,Manager,7127.0,Single,3.0,No,13,3,0,4,2,3,3,3
155,49.0,No,Travel_Rarely,Research & Development,4,2,Marketing,2.0,Female,1,3.0,Research Director,6048.0,Single,1.0,Yes,15,3,0,28,3,1,3,0
156,38.0,No,Non-Travel,Research & Development,1,1,Other,2.0,Male,2,3.0,Research Scientist,8321.0,Married,6.0,N,20,3,0,10,0,4,2,2
157,27.0,No,Travel_Rarely,R&D,2,1,Other,3.0,Female,4,2.0,Healthcare Representative,6993.0,Divorced,3.0,No,13,3,0,3,4,3,0,0
158,21.0,No,Travel_Rarely,Sales,1,5,Marketing,3.0,Female,2,2.0,Sales Representative,7762.0,Married,2.0,No,12,3,1,0,2,4,0,0
159,31.0,No,Non-Travel,Sales,1,3,Marketing,2.0,Male,2,3.0,Sales Executive,7708.0,Single,3.0,No,11,3,1,6,3,3,5,1
160,31.0,No,Non-Travel,Sales,3,2,Marketing,1.0,male,1,4.0,Sales Executive,4037.0,Married,1.0,Yes,11,3,0,7,3,4,2,2
161,39.0,No,Travel_Rarely,Research & Development,2,3,Human Resources,3.0,Male,3,4.0,Research Scientist,,Married,1.0,No,19,3,1,17,1,3,4,0
162,42.0,No,Travel_Rarely,Sales,10,2,Life Sciences,1.0,Female,3,2.0,Manager,10368.0,Married,2.0,Yes,16,4,0,23,2,3,5,4
163,35.0,No,Travel_Rarely,Research & Development,8,4,Technical Degree,2.0,Female,4,3.0,Research Director,8818.0,Married,3.0,Yes,18,3,0,13,0,4,7,3
164,41.0,No,Travel_Rarely,Research & Development,5,2,Medical,1.0,Female,3,1.0,Manufacturing Director,10379.0,Married,1.0,No,16,3,0,18,3,3,15,1
165,45.0,No,Travel_Rarely,Sales,15,2,Life Sciences,3.0,Male,1,3.0,Sales Representative,10193.0,Married,6.0,Yes,15,3,2,21,3,2,9,0
166,29.0,No,Non-Travel,Research & Development,1,3,Other,4.0,female,4,2.0,Manufacturing Director,8233.0,Married,1.0,No,11,3,1,5,5,3,5,5
